POA_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA4462,0,0,0,17,24,42,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,8,4,17,3,0,3,0,0,0,40,41,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,13,6,18,3,3,4,50,54,110
POA4465,0,0,0,189,186,376,0,0,0,0,0,0,0,0,0,162,171,334,0,3,3,0,3,4,0,0,0,4,3,6,3,7,4,0,0,0,0,3,3,0,0,0,23,26,53,0,3,3,3,0,3,44,41,88,19,12,27,0,0,0,455,455,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,124,100,223,0,3,3,0,0,0,124,98,226,51,45,90,633,604,1230
POA4467,0,0,0,38,30,65,0,0,0,0,0,0,0,0,0,24,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,0,0,0,0,0,0,4,4,10,5,10,12,0,0,0,79,70,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,24,0,0,0,0,0,0,15,13,29,6,13,19,102,90,197
POA4468,0,0,0,57,46,97,0,0,0,0,0,0,0,0,0,29,28,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,11,0,0,0,0,0,3,0,7,5,5,7,7,0,0,0,101,87,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,46,0,0,0,0,0,0,20,27,46,11,6,15,136,120,255
POA4470,25,24,53,390,487,876,0,0,0,15,15,28,0,0,0,601,609,1206,0,0,0,0,3,3,13,12,19,5,4,7,3,21,21,0,0,0,3,4,4,12,15,26,71,78,149,3,5,10,9,7,12,59,61,111,23,28,53,3,4,11,1204,1346,2554,0,0,8,10,3,11,0,0,0,0,0,0,0,0,0,0,3,3,3,3,4,332,260,593,4,3,8,0,0,0,338,260,599,164,179,347,1746,1824,3574
POA4472,0,0,0,220,220,440,0,0,0,0,8,10,0,0,0,210,237,447,0,3,3,0,0,0,17,21,33,0,0,0,0,7,7,0,0,0,0,0,3,7,3,12,26,17,46,3,4,7,0,0,0,47,54,99,15,15,37,0,0,0,548,594,1138,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,81,179,0,0,0,0,0,0,97,81,176,46,54,97,697,726,1426
POA4474,0,0,0,16,12,29,0,0,0,0,0,0,0,0,0,18,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,40,25,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,11,0,0,0,0,0,0,9,7,12,6,0,7,58,34,93
POA4475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4477,0,0,0,71,67,137,0,0,0,3,4,3,0,0,0,89,93,187,0,0,0,0,0,0,0,0,3,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,12,11,21,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,192,188,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,51,0,0,0,0,0,0,27,21,51,24,18,44,240,224,468
POA4478,0,0,0,73,78,145,0,0,0,0,0,0,0,0,0,86,61,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,6,13,7,21,0,0,0,0,0,0,22,19,44,3,3,8,0,0,0,199,180,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,26,62,0,0,0,0,0,0,28,31,64,18,17,33,247,226,476
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,6,0,0,0,10,8,16
POA4480,0,0,3,97,93,185,0,0,0,0,3,3,0,0,0,143,113,261,0,0,0,0,4,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,0,4,5,8,13,0,0,0,0,0,0,22,22,45,3,5,11,0,0,0,276,252,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,68,158,5,0,3,0,0,3,89,76,163,34,20,58,405,349,751
POA4481,0,0,0,16,22,37,0,0,0,0,0,0,0,0,0,18,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,6,13,19,0,0,0,0,0,0,53,50,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,6,4,8,10,8,12,64,55,121
POA4482,0,4,5,7,5,12,0,0,0,0,0,0,0,0,0,21,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,9,10,14,0,3,3,0,0,0,36,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,15,49,0,0,0,0,0,0,35,15,48,6,5,8,80,67,140
POA4486,3,0,4,94,86,185,0,0,0,0,0,0,0,0,0,98,100,204,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,3,3,7,16,20,38,0,0,0,3,0,4,21,12,31,12,15,26,0,0,0,248,243,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,44,109,0,0,0,0,0,0,71,44,109,59,44,102,377,327,703
POA4487,7,6,10,436,422,857,0,0,0,12,18,33,0,0,0,435,459,888,0,0,3,5,0,6,3,8,8,0,0,0,14,17,31,0,0,0,25,20,44,19,24,42,80,81,160,11,9,16,5,4,12,91,91,189,56,67,119,0,0,0,1197,1214,2409,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,235,189,431,0,0,0,0,0,3,240,193,434,124,116,238,1564,1538,3098
POA4488,0,0,0,52,47,97,0,0,0,0,0,0,0,0,0,28,20,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,9,4,14,0,0,0,3,0,3,7,7,18,0,3,5,0,0,0,110,88,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,20,0,0,0,0,0,0,12,12,18,19,13,34,142,115,250
POA4489,0,0,0,20,13,35,0,0,0,0,0,0,0,0,0,20,5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,36,29,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,16,0,0,0,0,0,0,13,4,16,10,4,16,61,38,99
POA4490,0,6,6,198,205,399,0,0,0,3,3,8,0,0,0,196,255,454,0,0,0,0,3,4,3,9,13,0,0,0,5,3,11,0,0,0,3,3,4,4,9,16,15,17,26,0,0,0,0,3,3,22,32,56,9,10,16,0,0,0,461,558,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,154,95,256,4,0,3,0,0,0,160,101,259,67,68,139,690,734,1422
POA4491,0,0,0,12,17,27,0,0,0,0,0,0,0,0,0,14,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,36,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,18,0,0,0,0,0,0,8,7,21,5,0,5,49,45,95
POA4492,0,0,0,51,38,88,0,0,0,0,0,0,0,0,0,51,49,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,10,15,0,0,3,0,0,0,105,101,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,35,69,0,0,0,0,0,0,34,35,69,9,12,26,151,146,306
POA4493,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,3,10,13,5,23
POA4494,0,0,0,30,29,61,0,0,0,0,0,0,0,0,0,20,12,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,11,3,12,0,0,0,0,0,0,5,7,6,0,0,0,0,0,0,65,59,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,12,0,0,0,0,0,0,7,7,12,7,7,15,83,71,151
POA4496,0,0,0,44,40,84,0,0,0,0,0,0,0,0,0,42,39,83,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,7,5,10,4,3,8,0,0,0,105,98,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,3,5,5,31,9,32,0,0,0,0,0,0,31,9,32,10,13,20,149,120,266
POA4497,0,0,0,53,51,110,0,0,0,0,0,0,0,0,0,61,46,110,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,5,5,0,8,7,0,0,0,124,118,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,48,0,0,0,0,0,0,33,21,48,20,13,41,177,156,327
POA4498,0,0,0,40,37,81,0,0,0,0,0,0,0,0,0,27,15,41,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,10,0,0,0,0,0,0,5,0,6,3,3,6,0,0,0,81,77,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,34,0,0,0,0,0,0,22,18,34,14,16,27,114,102,217
POA4500,159,226,384,3077,3506,6579,0,0,0,729,761,1493,6,9,19,4478,4893,9367,11,22,34,72,73,142,99,137,236,75,85,157,137,177,314,24,23,45,131,150,283,442,510,953,645,680,1325,61,90,152,67,59,121,950,1239,2191,838,919,1756,48,37,85,11890,13357,25246,268,292,559,86,92,175,5,3,11,3,3,6,74,53,128,50,63,116,129,121,247,6724,5898,12615,75,47,129,32,31,60,6825,5974,12804,1589,1379,2963,20953,21447,42401
POA4501,17,31,44,325,427,757,0,0,0,59,54,121,0,0,0,543,609,1152,5,7,8,15,11,23,13,11,24,12,15,26,11,28,39,0,0,0,17,14,34,44,59,102,83,84,170,11,18,33,6,6,13,121,161,277,92,106,193,4,4,11,1363,1621,2986,17,21,38,6,0,5,0,0,0,0,0,3,11,11,28,10,25,31,23,33,62,1050,845,1896,17,5,26,3,4,15,1069,865,1929,288,299,585,2786,2869,5658
POA4502,29,47,76,596,676,1269,0,0,0,118,144,263,0,0,0,822,913,1739,7,9,19,8,9,19,17,18,38,16,15,32,42,60,107,3,4,5,42,50,94,67,73,140,133,161,295,13,20,41,20,25,46,179,253,438,172,191,365,15,19,34,2292,2639,4929,18,15,35,3,3,9,5,9,17,0,0,0,6,3,9,18,26,41,27,32,57,1533,1336,2870,19,14,36,6,9,12,1565,1364,2922,331,302,631,4267,4408,8674
POA4503,146,208,356,2896,3335,6228,0,0,0,595,615,1216,4,3,3,3891,4529,8419,43,51,91,51,70,120,122,138,259,119,122,236,229,280,509,9,12,18,165,188,349,336,356,689,604,653,1249,59,83,143,178,228,407,969,1197,2160,860,951,1813,103,142,246,11226,12939,24168,229,228,464,84,72,152,19,22,42,3,3,4,99,81,179,58,91,153,162,174,337,7373,6666,14038,81,72,150,38,50,87,7492,6780,14275,1979,1882,3861,21335,22319,43651
POA4504,61,83,143,1411,1540,2957,0,0,0,211,250,456,42,29,71,1713,1973,3691,8,6,14,31,34,67,68,72,140,107,118,219,124,98,220,0,0,0,59,62,121,107,124,227,213,241,459,23,31,49,73,86,159,393,476,876,316,317,633,37,44,83,4929,5510,10442,36,42,74,7,6,15,3,8,8,0,0,0,8,3,13,17,32,43,24,37,56,3350,3083,6433,19,21,42,7,11,20,3375,3117,6492,705,639,1346,9139,9434,18573
POA4505,72,82,150,1801,1981,3782,0,0,0,292,322,618,32,27,55,2101,2321,4422,18,19,42,15,23,41,74,84,160,61,67,124,85,108,192,0,0,0,54,47,99,84,111,199,342,368,708,31,45,74,67,64,133,530,668,1200,314,328,640,39,44,82,5949,6629,12578,32,31,64,6,17,21,3,11,10,0,0,3,3,3,12,18,43,65,27,48,76,3165,2765,5928,25,21,43,7,11,23,3196,2797,5990,776,777,1555,10062,10393,20452
POA4506,71,126,199,1594,1831,3424,0,0,0,219,257,480,19,14,28,1856,2178,4030,5,12,17,21,30,48,65,89,155,56,54,109,110,120,228,0,0,0,52,65,116,150,174,328,318,317,635,37,47,81,52,61,114,478,566,1049,380,407,788,29,37,66,5442,6260,11704,14,18,36,23,28,48,4,5,7,3,0,5,8,9,14,46,55,101,55,65,120,3884,3644,7528,43,50,93,21,39,56,3954,3727,7678,1015,1006,2022,10577,11230,21810
POA4507,64,94,164,2005,2269,4273,0,0,0,142,171,308,0,0,0,1691,2037,3728,20,28,45,48,36,81,22,44,61,16,14,27,85,103,191,0,0,0,34,43,75,89,102,191,375,429,808,19,22,42,5,23,26,465,685,1154,210,218,430,16,10,21,5238,6228,11469,7,7,16,13,13,24,7,3,8,0,3,3,0,8,7,20,40,58,20,48,70,2480,2198,4676,29,23,55,19,28,43,2531,2244,4775,773,847,1622,8656,9491,18142
POA4508,61,78,141,1460,1663,3117,0,0,0,247,267,514,0,0,3,1622,1811,3432,18,23,35,31,26,59,59,79,136,53,77,132,81,106,184,0,0,0,85,95,184,224,230,451,267,280,545,42,51,98,47,70,117,409,499,913,387,460,852,15,23,40,5063,5759,10826,50,35,92,20,19,35,7,6,16,4,4,3,3,3,10,27,54,83,35,65,102,3386,3028,6419,34,23,53,19,31,44,3435,3075,6515,1058,1078,2140,9733,10123,19850
POA4509,158,208,366,1854,2218,4073,0,0,3,360,375,733,0,3,4,2962,3387,6345,4,16,20,65,77,144,90,95,188,74,73,151,122,161,283,10,10,24,152,144,293,256,275,532,326,406,734,26,32,59,63,81,145,478,654,1138,584,719,1304,38,39,75,7464,8772,16236,352,373,724,114,90,207,10,11,20,0,0,0,106,75,181,55,59,113,162,137,299,4978,4696,9673,46,36,82,26,35,59,5047,4765,9813,1227,1220,2442,14532,15574,30105
POA4510,183,290,474,3575,4136,7707,0,0,0,458,522,985,4,5,10,4203,4768,8966,22,31,56,48,70,115,183,216,401,123,130,257,286,321,600,9,7,20,124,169,287,292,346,632,683,740,1420,76,97,170,101,131,224,1063,1228,2294,723,807,1528,65,66,128,12017,13794,25809,83,103,184,79,72,149,15,8,18,8,4,8,21,17,38,94,173,267,120,196,315,8347,7372,15720,104,76,176,48,62,109,8498,7511,16012,2603,2739,5339,23600,24703,48304
POA4511,31,35,67,976,1049,2027,0,0,0,72,85,160,0,0,0,836,978,1812,5,11,18,21,20,43,25,45,76,17,15,30,56,49,103,0,0,0,9,13,22,52,36,88,174,199,371,21,21,42,12,17,31,212,265,479,117,155,271,16,8,21,2622,2976,5600,3,4,9,4,3,8,0,0,0,0,0,0,0,0,0,5,19,23,5,19,26,1308,1182,2490,4,9,10,15,16,28,1325,1211,2535,434,418,848,4429,4668,9095
POA4512,11,10,25,307,293,598,0,0,0,42,44,94,4,3,6,327,369,697,0,3,3,5,5,12,3,0,5,0,0,0,31,37,67,0,0,0,16,10,26,20,19,38,55,44,95,4,3,4,3,7,9,96,113,204,66,71,137,7,7,21,983,1034,2019,0,4,3,3,0,3,0,0,0,0,0,0,0,0,0,11,15,21,11,15,21,479,464,942,3,4,11,0,0,4,488,470,956,237,184,414,1727,1709,3442
POA4514,27,32,52,580,649,1226,0,0,0,73,76,149,0,0,0,547,589,1135,0,3,6,8,3,10,22,19,44,11,16,23,39,36,76,0,0,0,5,12,14,11,6,19,96,85,179,16,11,26,14,17,32,189,218,404,76,104,183,23,26,44,1713,1864,3581,3,0,0,0,0,0,0,3,3,0,4,4,0,0,0,23,34,55,23,34,52,1012,886,1902,13,7,20,9,4,14,1036,903,1935,1377,399,1771,4167,3234,7404
POA4515,15,17,33,457,439,897,0,0,0,39,44,82,0,0,0,483,453,936,0,0,3,0,0,0,15,23,35,8,9,18,17,11,27,0,0,0,14,17,35,20,24,45,44,49,94,4,0,4,9,10,25,133,196,332,45,46,87,3,12,12,1294,1327,2624,0,0,4,21,0,19,0,0,0,0,0,0,0,0,0,5,15,23,12,14,29,545,427,974,8,3,8,0,3,0,558,433,986,191,185,369,2082,1983,4064
POA4516,7,13,20,337,347,686,0,0,0,41,26,63,0,3,6,421,426,852,4,0,11,0,6,6,13,11,24,0,0,3,25,25,45,0,0,0,10,14,22,27,16,42,55,50,109,0,3,3,4,3,10,123,130,250,83,86,165,4,3,4,1145,1157,2301,3,4,11,0,3,3,0,0,0,0,0,0,0,0,0,6,9,18,6,9,18,660,554,1215,8,4,14,4,5,11,665,568,1234,200,182,384,2031,1928,3963
POA4517,0,4,7,70,65,137,0,0,0,3,10,12,0,0,0,60,66,130,0,0,0,0,0,0,11,6,18,3,3,9,3,8,12,0,0,0,0,3,3,4,4,12,10,10,22,0,0,0,0,3,7,34,27,63,15,27,40,0,0,0,220,238,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,110,96,208,0,0,3,0,0,0,110,102,214,41,45,88,379,384,763
POA4518,24,30,55,428,464,889,0,0,0,54,63,111,0,0,0,462,481,936,0,3,3,6,8,14,50,55,103,4,3,5,38,36,76,0,0,0,19,11,28,35,41,80,76,68,145,7,8,13,11,10,21,150,164,314,92,92,180,5,9,12,1425,1520,2940,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,9,13,13,10,13,15,842,778,1623,4,3,13,8,7,9,856,785,1642,207,194,402,2517,2540,5065
POA4519,40,51,95,669,783,1456,0,0,0,157,150,305,0,0,0,581,615,1192,0,0,0,10,9,15,49,62,107,11,18,30,57,58,110,0,0,0,21,15,34,84,110,195,112,121,232,6,8,18,16,32,44,269,316,584,149,197,342,15,15,28,2198,2502,4701,3,5,7,0,3,3,6,3,6,0,0,0,8,5,20,13,18,30,25,29,51,1371,1378,2750,21,24,45,4,16,28,1404,1418,2820,403,338,742,4068,4354,8426
POA4520,41,63,103,1088,1199,2292,0,0,0,129,132,258,0,0,0,1259,1306,2563,6,15,17,10,14,30,9,8,19,30,22,54,52,45,95,0,0,0,18,12,32,76,71,147,179,157,341,10,11,24,3,6,14,388,457,846,245,233,481,26,28,51,3536,3728,7265,15,10,23,5,7,14,6,10,19,0,0,0,0,0,0,22,34,62,25,37,66,2295,2068,4364,14,13,27,12,22,38,2329,2101,4425,678,608,1287,6638,6564,13196
POA4521,16,33,46,350,378,726,0,0,0,40,48,88,3,0,0,435,439,865,0,3,6,4,3,6,9,10,18,6,5,12,32,48,78,0,0,0,7,4,10,21,21,45,87,80,170,3,7,10,0,8,8,151,207,358,56,84,146,6,13,18,1212,1353,2562,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,9,13,15,11,21,818,704,1523,3,4,12,0,3,3,826,715,1537,279,281,557,2344,2385,4730
POA4550,23,19,44,339,378,714,4,0,3,32,39,71,0,4,9,326,347,671,0,0,4,11,5,11,8,9,14,3,5,7,21,27,49,0,0,0,9,11,22,16,22,34,60,54,112,10,7,15,3,3,13,125,140,268,63,65,129,7,7,12,1038,1128,2165,7,6,12,3,0,3,0,0,0,3,0,3,4,3,13,8,7,12,15,14,25,832,747,1580,8,8,12,11,6,16,851,761,1610,208,191,398,2142,2115,4257
POA4551,200,331,532,4853,5785,10635,0,0,0,581,674,1249,5,4,8,5282,6208,11486,106,122,231,69,88,159,165,202,364,38,46,80,274,351,628,13,6,20,88,103,186,428,569,995,845,1055,1907,75,105,183,49,64,113,1366,1917,3282,834,1001,1833,31,55,85,15098,18356,33451,103,97,205,37,39,76,14,16,31,4,0,4,31,31,64,42,76,115,76,106,181,9262,8164,17429,87,89,172,45,84,130,9396,8338,17733,2247,2281,4524,27175,29557,56733
POA4552,75,93,163,659,746,1403,0,0,0,77,79,157,0,0,0,511,551,1065,3,7,8,4,8,6,14,26,42,3,0,6,52,61,115,0,0,0,9,6,20,34,34,66,134,138,272,8,8,9,5,7,14,240,309,546,143,128,274,14,18,37,1913,2139,4051,14,18,34,3,5,8,3,3,5,0,3,3,0,0,0,39,39,82,39,47,84,1608,1506,3115,12,12,26,30,59,84,1644,1574,3223,412,452,866,4107,4327,8432
POA4553,40,62,107,449,514,962,0,0,0,69,78,145,0,0,0,464,537,1004,0,0,0,4,5,10,14,24,37,4,3,4,32,26,62,0,0,0,10,7,15,29,47,81,71,63,139,3,5,9,5,9,7,150,172,318,120,125,247,0,0,5,1428,1625,3046,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,9,17,13,9,17,1122,979,2099,14,13,24,4,19,22,1141,1007,2147,291,268,559,2912,2975,5891
POA4554,47,63,110,117,139,258,0,0,0,27,21,50,0,0,0,118,116,236,0,0,0,3,0,3,4,12,17,3,3,3,11,15,26,0,0,0,0,0,3,7,8,16,21,28,48,3,0,0,5,4,11,40,41,84,46,46,93,0,0,3,410,437,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,11,6,4,11,389,348,742,0,0,0,3,7,8,399,351,750,115,112,230,973,970,1947
POA4555,39,63,110,514,555,1069,0,0,0,92,109,205,17,10,25,470,531,1001,3,3,5,0,6,6,16,22,42,10,16,28,36,64,98,0,0,0,26,31,59,82,90,175,111,133,248,8,9,16,5,11,19,197,258,450,180,222,397,0,0,0,1771,2074,3845,3,3,9,3,7,10,0,0,0,0,0,0,3,3,3,9,18,30,15,17,32,1221,1097,2320,10,11,26,10,17,26,1237,1125,2360,311,253,562,3380,3546,6925
POA4556,177,282,458,3270,4280,7551,0,0,0,515,635,1146,10,9,20,3744,4569,8311,22,39,56,45,81,126,100,146,250,99,106,208,304,405,711,0,0,3,77,88,159,379,456,838,643,761,1400,29,43,71,34,43,73,934,1312,2243,749,855,1607,23,33,56,10984,13853,24832,67,65,137,58,60,116,26,27,57,3,3,3,17,14,23,45,69,120,64,88,145,7043,6753,13798,79,67,150,53,82,135,7176,6910,14079,1755,1749,3509,20307,23030,43340
POA4557,95,143,236,1278,1588,2864,0,0,0,176,179,351,0,0,0,1732,1977,3712,10,10,18,41,41,88,27,45,71,26,30,61,85,107,194,0,0,0,23,22,49,107,130,236,255,277,531,9,8,21,7,8,17,328,460,795,269,311,576,12,9,23,4397,5218,9610,79,76,150,41,30,72,16,10,23,0,0,0,36,24,57,15,29,44,53,49,102,3520,3344,6863,40,28,67,24,43,59,3579,3407,6986,894,910,1801,9147,9835,18985
POA4558,106,160,265,1288,1605,2901,0,0,0,170,210,378,0,0,0,1637,2067,3708,6,11,18,29,32,54,58,75,131,31,28,53,88,124,211,3,0,4,23,30,61,140,163,301,274,342,620,18,28,47,12,8,18,471,549,1024,212,262,479,10,16,25,4481,5564,10044,92,80,173,56,43,100,6,8,13,0,4,4,47,37,86,26,34,59,70,78,147,3214,3036,6246,42,35,78,20,32,55,3275,3107,6380,1026,1010,2038,9107,10057,19163
POA4559,28,46,75,456,509,969,0,0,0,82,89,173,23,28,50,497,517,1021,5,6,12,8,3,10,28,42,66,27,20,48,51,49,102,0,0,0,23,17,36,92,82,171,98,104,202,3,9,10,7,7,16,177,186,364,177,173,346,0,3,7,1760,1850,3608,5,3,9,5,0,7,0,4,4,0,0,4,3,8,11,11,14,32,20,19,42,1013,918,1928,22,19,38,0,12,11,1032,946,1981,290,310,602,3142,3175,6321
