POA_CODE_2016,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA4218,7,0,400,29,46,3,0,50,0,85,0,0,5,0,5,0,6,0,0,0,0,0,0,0,29,54,10,0,60,0,94,0,0,0,0,0,0,0,428,59,10,0,67,0,498,153,0,0,0,0,0,157,8,17,3,0,18,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,19,3,0,22,0,27,0,0,0,0,0,0,0,161,21,3,0,24,0,187,59,0,0,0,0,0,59,5,7,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,6,0,10,0,0,0,0,0,0,0,57,11,0,0,11,0,66,3006,114,4,0,119,4,3125,254,368,20,0,388,0,648,9,35,16,0,45,0,59,0,3,0,4,7,0,7,262,403,41,3,441,0,713,8,3,0,0,3,3,15,3278,522,43,3,566,3,3848
POA4220,7,3,428,15,32,3,0,36,0,48,0,5,6,0,8,0,8,0,0,0,0,0,0,0,15,31,8,0,41,0,56,0,0,0,0,0,0,0,443,38,10,0,43,3,487,151,5,0,0,5,0,155,3,6,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,6,0,11,0,0,0,0,0,0,0,156,11,0,0,14,0,170,59,0,0,0,0,0,59,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,65,3,0,0,3,0,69,3796,77,3,0,79,4,3880,169,243,5,0,253,0,424,3,19,8,0,28,0,29,0,0,0,0,0,0,0,173,258,12,0,280,0,456,11,3,0,0,3,0,18,3984,337,16,3,359,4,4345
POA4221,12,0,496,23,11,0,0,17,0,32,0,6,0,0,6,0,6,0,0,0,0,0,0,0,22,20,0,0,20,0,43,0,0,0,0,0,0,3,510,30,0,0,31,0,544,139,0,0,0,0,0,142,4,10,0,0,10,0,15,0,3,0,0,3,0,3,0,0,0,0,0,0,0,10,8,0,0,8,0,14,0,0,0,0,0,0,0,149,14,0,0,14,0,157,60,0,0,0,0,0,64,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,65,0,0,0,0,0,63,3731,70,0,0,70,8,3809,162,138,4,0,141,0,301,3,21,3,0,21,0,24,3,0,0,0,0,0,3,169,156,7,0,164,0,328,6,0,0,0,0,0,6,3909,227,7,0,229,10,4149
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,3,0,284,13,16,0,0,13,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,0,0,12,0,28,0,0,0,0,0,0,0,299,14,0,0,19,0,313,101,3,0,0,3,0,101,4,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,11,0,0,0,0,0,0,0,105,9,0,0,9,0,111,31,0,0,0,0,0,31,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,37,0,3,0,0,0,41,2048,62,0,0,62,3,2112,103,75,3,0,75,0,178,3,3,3,0,6,0,6,0,0,0,0,0,0,0,103,73,7,0,78,0,188,0,0,0,0,0,0,0,2151,140,7,0,139,6,2299
POA4224,0,0,81,3,8,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,8,0,7,0,0,0,0,0,0,0,77,6,0,0,6,0,89,28,0,0,0,0,0,28,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,30,4,0,0,4,0,26,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,14,685,11,0,0,11,0,701,32,65,0,0,65,0,105,5,3,0,0,3,0,5,0,0,0,0,0,0,0,37,72,0,0,74,0,106,0,0,0,0,0,0,0,724,87,0,0,82,4,813
POA4225,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,49,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,0,3,0,24,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,376,13,0,0,13,5,394,20,41,5,0,45,4,67,0,0,0,0,3,0,3,0,0,0,0,0,0,0,20,40,4,0,48,4,69,0,0,0,0,0,0,0,396,53,4,0,58,8,462
POA4226,20,0,551,29,85,14,0,93,0,121,0,15,9,0,19,0,19,0,0,0,0,0,0,0,29,94,25,0,118,0,148,0,0,0,0,0,0,3,567,111,25,0,138,0,700,215,3,0,0,3,0,219,6,47,3,0,54,0,63,0,10,11,0,20,0,20,0,0,0,0,0,0,0,6,54,15,0,70,0,75,0,0,0,0,0,0,0,220,58,15,0,75,0,296,101,0,0,0,0,0,101,7,25,0,0,25,0,33,0,4,0,0,6,0,10,0,0,0,0,0,0,0,8,29,0,0,27,0,39,0,0,0,0,0,0,0,108,29,0,0,27,0,137,3772,122,0,0,128,0,3899,258,678,46,0,723,6,986,6,87,61,0,154,0,161,0,3,0,5,9,0,9,265,767,110,7,881,6,1152,5,0,0,0,0,4,8,4040,895,110,7,1006,9,5063
POA4227,13,0,371,35,55,9,0,67,0,97,0,9,6,0,17,0,17,0,0,0,0,0,0,0,35,67,18,0,79,0,113,0,0,0,0,0,0,0,391,78,18,0,93,0,488,110,3,0,0,3,0,113,3,32,0,0,37,0,39,0,5,3,0,8,0,8,0,0,0,0,0,0,0,3,42,8,0,46,0,53,0,0,0,0,0,0,0,114,44,8,0,50,0,165,55,0,0,0,0,0,54,0,9,4,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,12,0,12,0,0,0,0,0,0,0,55,7,5,0,16,0,72,2842,125,0,0,125,4,2967,238,537,41,0,582,0,818,0,79,47,0,124,0,129,0,3,0,0,3,0,3,241,623,88,0,708,0,944,3,0,0,0,0,3,6,3080,745,88,0,832,10,3921
POA4228,3,0,151,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,154,7,0,0,7,0,162,57,0,0,0,0,0,57,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,53,0,0,0,0,0,57,19,0,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,19,1001,11,0,0,11,0,1011,32,16,0,0,16,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,16,0,0,16,0,51,0,0,0,0,0,0,0,1035,25,0,0,25,0,1059
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,0,0,10,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,0,0,0,0,0,15,5,0,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,74,10,41,0,0,41,0,49,0,0,0,0,5,0,5,0,0,0,0,0,0,0,10,40,0,0,39,0,53,0,0,0,0,0,0,0,85,40,0,0,39,0,124
POA4270,0,0,122,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,119,6,0,0,6,0,124,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,34,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,680,16,0,0,16,0,703,11,12,0,0,12,0,19,0,0,4,0,4,0,4,0,0,0,0,0,0,0,10,12,4,0,13,0,19,0,0,0,0,0,0,0,697,29,4,0,26,0,723
POA4271,8,0,55,6,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,5,0,0,0,0,0,0,0,53,7,0,0,7,0,63,6,0,0,0,0,0,6,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,6,4,0,0,4,0,10,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,393,22,0,0,22,3,421,24,19,0,0,19,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,19,0,0,19,0,41,0,0,0,0,0,0,0,417,38,0,0,38,3,462
POA4272,0,0,94,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,94,5,0,0,5,0,97,21,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,3,0,26,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,16,645,8,0,0,8,0,655,36,25,0,0,25,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,25,0,0,25,0,65,4,0,0,0,0,3,10,685,34,0,0,34,3,729
POA4275,0,0,80,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,80,3,0,0,3,0,87,26,0,0,0,0,0,26,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,26,3,0,0,3,0,28,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,535,3,0,0,3,0,540,17,11,0,0,11,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,11,0,31,0,0,0,0,0,0,0,556,14,0,0,14,0,572
POA4280,3,3,478,20,11,0,0,13,0,32,0,3,3,0,9,0,9,0,0,0,0,0,0,0,20,14,0,0,20,0,38,0,0,0,0,0,0,0,493,19,0,0,21,4,513,100,0,0,0,0,0,103,0,7,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,0,10,0,0,0,0,0,0,0,106,7,0,0,7,0,112,30,0,0,0,0,0,30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,29,0,0,0,0,0,32,3287,35,0,0,38,4,3333,100,89,9,0,97,0,200,3,15,15,0,33,0,35,0,0,0,0,0,0,0,106,107,18,0,129,0,234,3,0,0,0,0,8,7,3396,146,18,0,168,11,3579
POA4285,4,0,481,12,9,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,11,0,18,0,0,0,0,0,0,0,489,14,0,0,11,0,499,107,0,0,0,0,0,105,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,105,3,0,0,7,0,109,18,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,25,0,0,0,0,0,22,3398,14,4,0,18,7,3422,81,81,0,0,81,0,165,3,6,0,0,7,0,9,0,0,0,0,0,0,0,84,83,0,0,86,0,172,4,0,0,0,0,10,14,3492,100,3,0,106,17,3616
POA4287,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,94,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,97
POA4300,43,3,915,59,241,15,3,257,0,315,0,36,21,0,57,0,57,0,0,0,3,3,0,3,58,274,36,4,322,0,380,3,0,0,0,0,0,0,925,315,41,8,363,7,1294,238,4,0,0,4,0,244,15,113,10,0,124,0,134,0,20,14,0,33,0,29,0,0,0,4,4,0,4,11,130,22,4,153,0,165,0,0,0,0,0,0,0,257,132,22,4,159,0,417,77,0,0,0,0,0,77,6,51,0,0,50,0,62,0,11,9,0,18,0,18,0,0,0,0,0,0,0,6,57,15,0,76,0,81,0,0,0,0,0,0,0,84,63,15,0,72,0,163,7974,367,4,5,377,5,8354,540,2511,121,7,2639,8,3185,4,250,164,3,414,3,424,8,15,0,28,40,0,48,557,2776,281,34,3089,7,3657,11,0,0,0,0,8,21,8537,3142,285,38,3469,26,12033
POA4301,16,0,407,21,140,25,0,162,0,179,3,30,22,0,51,3,57,0,0,0,5,5,0,5,23,171,48,5,220,3,240,0,0,0,0,0,0,0,404,187,48,5,240,4,651,71,3,0,0,3,0,80,10,56,9,0,61,0,70,0,19,13,0,28,0,28,0,0,0,3,3,0,3,10,75,15,3,93,0,103,0,0,0,0,0,0,0,79,79,15,3,95,0,176,27,0,0,0,0,0,27,3,11,0,0,13,0,16,0,5,7,0,11,0,11,0,0,0,0,0,0,0,3,20,9,0,22,0,27,0,0,0,0,0,0,0,32,20,9,0,22,0,53,3632,183,0,9,199,7,3843,214,1378,117,6,1503,4,1718,11,232,146,0,372,3,386,0,17,0,30,47,0,47,222,1620,263,39,1921,8,2149,3,3,0,0,3,10,18,3858,1813,266,45,2123,28,6008
POA4303,0,0,31,0,15,0,0,15,0,17,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,16,3,0,14,0,15,0,0,0,0,0,0,0,34,18,3,0,17,0,51,9,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,0,0,9,4,3,0,6,0,15,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,295,24,0,0,24,0,318,15,94,3,0,96,0,111,0,4,14,0,19,0,19,0,0,0,0,0,0,0,15,97,20,0,119,0,132,0,3,0,0,3,0,3,311,123,20,0,144,0,451
POA4304,7,0,248,6,27,0,0,27,0,36,0,4,0,0,4,0,4,0,3,0,0,3,0,3,6,33,0,0,30,0,42,0,0,0,0,0,0,0,248,38,0,0,39,3,291,63,0,0,0,0,0,66,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,6,0,0,0,0,0,0,0,63,7,0,0,7,0,68,24,3,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,24,0,0,0,3,0,30,2025,50,0,0,50,8,2084,83,206,8,0,218,3,306,4,19,17,0,39,0,37,0,8,0,0,8,0,9,90,236,22,0,264,3,350,0,0,0,0,0,0,0,2114,288,22,0,312,14,2439
POA4305,9,0,1020,14,63,7,0,66,0,81,0,4,3,0,9,0,9,0,0,0,0,0,0,0,14,65,7,0,74,0,91,0,0,0,0,0,0,0,1024,74,11,0,81,0,1112,298,0,0,0,0,0,297,5,5,0,0,5,0,16,3,0,0,0,4,0,3,0,0,0,0,0,0,0,10,9,0,0,10,0,19,0,0,0,0,0,0,0,307,12,0,0,11,0,319,119,0,0,0,0,0,119,3,3,0,0,3,0,5,0,3,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,10,0,0,0,0,0,0,0,123,3,0,0,3,0,125,9054,153,3,0,162,14,9224,213,541,17,12,568,0,781,13,39,12,0,49,0,67,0,7,0,3,8,0,9,233,577,37,14,623,0,862,11,0,0,0,0,7,16,9297,734,36,14,784,23,10103
POA4306,11,0,916,21,17,0,0,17,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,0,0,17,0,40,0,0,0,0,0,0,0,925,26,0,0,26,3,955,296,4,0,0,4,0,298,8,4,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,7,0,11,0,0,0,0,0,0,0,298,12,0,0,12,3,312,115,0,0,0,0,0,117,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,115,10,0,0,10,0,120,6681,65,0,0,66,9,6753,157,174,3,0,177,0,336,0,3,0,0,3,0,5,0,0,0,0,0,0,0,160,182,3,0,184,0,342,10,0,0,0,0,9,18,6849,245,3,0,247,13,7114
POA4307,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,45,14,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,271,0,0,0,0,0,271,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,279,0,0,0,0,0,276
