POA_CODE_2016,A0_14_SEO_B00,A0_14_SEO_00_05,A0_14_SEO_06_10,A0_14_SEO_11,A0_14_SEO_12,A0_14_SEO_13,A0_14_SEO_14,A0_14_SEO_15,A0_14_SEO_16,A0_14_SEO_YNS,A0_14_SEO_T,A0_14_SOLSE_VWW_B00,A0_14_SOLSE_VWW_00_05,A0_14_SOLSE_VWW_06_10,A0_14_SOLSE_VWW_11,A0_14_SOLSE_VWW_12,A0_14_SOLSE_VWW_13,A0_14_SOLSE_VWW_14,A0_14_SOLSE_VWW_15,A0_14_SOLSE_VWW_16,A0_14_SOLSE_VWW_YNS,A0_14_SOLSE_VWW_T,A0_14_SOLSE_NWNAA_B00,A0_14_SOLSE_NWNAA_00_05,A0_14_SOLSE_NWNAA_06_10,A0_14_SOLSE_NWNAA_11,A0_14_SOLSE_NWNAA_12,A0_14_SOLSE_NWNAA_13,A0_14_SOLSE_NWNAA_14,A0_14_SOLSE_NWNAA_15,A0_14_SOLSE_NWNAA_16,A0_14_SOLSE_NWNAA_YNS,A0_14_SOLSE_NWNAA_T,A0_14_SOLSE_PinE_NS_B00,A0_14_SOLSE_PinE_NS_00_05,A0_14_SOLSE_PinE_NS_06_10,A0_14_SOLSE_PinE_NS_11,A0_14_SOLSE_PinE_NS_12,A0_14_SOLSE_PinE_NS_13,A0_14_SOLSE_PinE_NS_14,A0_14_SOLSE_PinE_NS_15,A0_14_SOLSE_PinE_NS_16,A0_14_SOLSE_PinE_NS_YNS,A0_14_SOLSE_PinE_NS_T,A0_14_SOLSE_T_B00,A0_14_SOLSE_T_00_05,A0_14_SOLSE_T_06_10,A0_14_SOLSE_T_11,A0_14_SOLSE_T_12,A0_14_SOLSE_T_13,A0_14_SOLSE_T_14,A0_14_SOLSE_T_15,A0_14_SOLSE_T_16,A0_14_SOLSE_T_YNS,A0_14_SOLSE_T_T,A0_14_L_PinE_NS_B00,A0_14_L_PinE_NS_00_05,A0_14_L_PinE_NS_06_10,A0_14_L_PinE_NS_11,A0_14_L_PinE_NS_12,A0_14_L_PinE_NS_13,A0_14_L_PinE_NS_14,A0_14_L_PinE_NS_15,A0_14_L_PinE_NS_16,A0_14_L_PinE_NS_YNS,A0_14_L_PinE_NS_T,A0_14_T_B00,A0_14_T_00_05,A0_14_T_06_10,A0_14_T_11,A0_14_T_12,A0_14_T_13,A0_14_T_14,A0_14_T_15,A0_14_T_16,A0_14_T_YNS,A0_14_T_T,A15_24_SEO_B00,A15_24_SEO_00_05,A15_24_SEO_06_10,A15_24_SEO_11,A15_24_SEO_12,A15_24_SEO_13,A15_24_SEO_14,A15_24_SEO_15,A15_24_SEO_16,A15_24_SEO_YNS,A15_24_SEO_T,A15_24_SOLSE_VWW_B00,A15_24_SOLSE_VWW_00_05,A15_24_SOLSE_VWW_06_10,A15_24_SOLSE_VWW_11,A15_24_SOLSE_VWW_12,A15_24_SOLSE_VWW_13,A15_24_SOLSE_VWW_14,A15_24_SOLSE_VWW_15,A15_24_SOLSE_VWW_16,A15_24_SOLSE_VWW_YNS,A15_24_SOLSE_VWW_T,A15_24_SOLSE_NWNAA_B00,A15_24_SOLSE_NWNAA_00_05,A15_24_SOLSE_NWNAA_06_10,A15_24_SOLSE_NWNAA_11,A15_24_SOLSE_NWNAA_12,A15_24_SOLSE_NWNAA_13,A15_24_SOLSE_NWNAA_14,A15_24_SOLSE_NWNAA_15,A15_24_SOLSE_NWNAA_16,A15_24_SOLSE_NWNAA_YNS,A15_24_SOLSE_NWNAA_T,A15_24_SOLSE_PinE_NS_B00,A15_24_SOLSE_PinE_NS_00_05,A15_24_SOLSE_PinE_NS_06_10,A15_24_SOLSE_PinE_NS_11,A15_24_SOLSE_PinE_NS_12,A15_24_SOLSE_PinE_NS_13,A15_24_SOLSE_PinE_NS_14,A15_24_SOLSE_PinE_NS_15,A15_24_SOLSE_PinE_NS_16,A15_24_SOLSE_PinE_NS_YNS,A15_24_SOLSE_PinE_NS_T,A15_24_SOLSE_T_B00,A15_24_SOLSE_T_00_05,A15_24_SOLSE_T_06_10,A15_24_SOLSE_T_11,A15_24_SOLSE_T_12,A15_24_SOLSE_T_13,A15_24_SOLSE_T_14,A15_24_SOLSE_T_15,A15_24_SOLSE_T_16,A15_24_SOLSE_T_YNS,A15_24_SOLSE_T_T,A15_24_L_PinE_NS_B00,A15_24_L_PinE_NS_00_05,A15_24_L_PinE_NS_06_10,A15_24_L_PinE_NS_11,A15_24_L_PinE_NS_12,A15_24_L_PinE_NS_13,A15_24_L_PinE_NS_14,A15_24_L_PinE_NS_15,A15_24_L_PinE_NS_16,A15_24_L_PinE_NS_YNS,A15_24_L_PinE_NS_T,A15_24_T_B00,A15_24_T_00_05,A15_24_T_06_10,A15_24_T_11,A15_24_T_12,A15_24_T_13,A15_24_T_14,A15_24_T_15,A15_24_T_16,A15_24_T_YNS,A15_24_T_T,A25_34_SEO_B00,A25_34_SEO_00_05,A25_34_SEO_06_10,A25_34_SEO_11,A25_34_SEO_12,A25_34_SEO_13,A25_34_SEO_14,A25_34_SEO_15,A25_34_SEO_16,A25_34_SEO_YNS,A25_34_SEO_T,A25_34_SOLSE_VWW_B00,A25_34_SOLSE_VWW_00_05,A25_34_SOLSE_VWW_06_10,A25_34_SOLSE_VWW_11,A25_34_SOLSE_VWW_12,A25_34_SOLSE_VWW_13,A25_34_SOLSE_VWW_14,A25_34_SOLSE_VWW_15,A25_34_SOLSE_VWW_16,A25_34_SOLSE_VWW_YNS,A25_34_SOLSE_VWW_T,A25_34_SOLSE_NWNAA_B00,A25_34_SOLSE_NWNAA_00_05,A25_34_SOLSE_NWNAA_06_10,A25_34_SOLSE_NWNAA_11,A25_34_SOLSE_NWNAA_12,A25_34_SOLSE_NWNAA_13,A25_34_SOLSE_NWNAA_14,A25_34_SOLSE_NWNAA_15,A25_34_SOLSE_NWNAA_16,A25_34_SOLSE_NWNAA_YNS,A25_34_SOLSE_NWNAA_T,A25_34_SOLSE_PinE_NS_B00,A25_34_SOLSE_PinE_NS_00_05,A25_34_SOLSE_PinE_NS_06_10,A25_34_SOLSE_PinE_NS_11,A25_34_SOLSE_PinE_NS_12,A25_34_SOLSE_PinE_NS_13,A25_34_SOLSE_PinE_NS_14,A25_34_SOLSE_PinE_NS_15,A25_34_SOLSE_PinE_NS_16,A25_34_SOLSE_PinE_NS_YNS,A25_34_SOLSE_PinE_NS_T,A25_34_SOLSE_T_B00,A25_34_SOLSE_T_00_05
POA4221,..,25,81,12,15,14,19,8,14,10,199,..,3,12,6,11,10,5,0,6,0,51,..,0,0,0,0,0,0,4,0,0,7,..,0,0,0,0,0,0,0,0,0,0,..,3,10,6,11,10,8,4,9,0,58,..,0,0,0,0,0,0,0,0,0,0,..,26,95,20,23,23,31,11,14,12,258,47,73,64,5,4,8,3,7,15,16,249,6,12,15,0,7,3,7,14,11,4,88,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,12,15,0,7,3,7,17,14,4,88,0,0,0,0,0,0,0,0,0,0,0,54,87,82,10,8,16,14,21,31,19,337,113,59,119,25,27,19,21,15,11,21,419,21,17,43,14,14,15,20,20,3,4,168,0,3,4,0,0,0,3,5,0,0,16,0,0,0,0,0,0,0,0,0,0,4,16,23
POA4222,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,..,12,51,8,6,9,9,4,6,7,115,..,0,16,0,3,0,3,0,0,0,25,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,16,0,3,0,3,0,0,0,25,..,0,0,0,0,0,0,0,0,0,0,..,12,60,8,13,9,7,4,4,7,137,22,29,38,3,5,0,0,3,3,5,117,3,3,12,3,0,0,5,6,3,0,37,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,12,3,0,0,5,10,3,0,38,0,0,0,0,0,0,0,0,0,0,0,25,37,48,4,7,0,5,9,8,6,153,51,25,52,11,10,10,4,5,3,0,168,3,9,25,3,5,4,3,0,0,3,57,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9
POA4224,..,3,12,3,4,8,3,8,0,9,42,..,0,0,5,3,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,9,3,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,3,7,11,3,6,4,7,0,6,58,3,5,6,3,0,0,3,5,3,5,35,4,0,9,0,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,5,10,3,3,0,7,8,9,7,64,25,9,40,3,3,0,3,4,6,0,98,7,10,25,3,6,3,0,3,0,0,63,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,10
POA4225,..,3,13,3,0,0,4,0,0,6,22,..,0,3,0,4,0,0,12,0,0,17,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,0,12,0,0,19,..,0,0,0,0,0,0,0,0,0,0,..,3,11,3,4,3,3,8,0,3,45,9,10,14,0,4,3,5,12,3,4,61,0,4,0,3,4,10,6,13,8,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,10,6,13,9,7,54,0,0,0,0,0,0,0,0,0,0,0,10,11,14,3,4,14,9,23,19,10,118,32,15,27,6,16,16,11,20,4,8,142,9,3,38,3,14,15,15,19,12,7,146,0,0,0,0,0,0,0,3,6,0,10,0,0,0,0,0,0,0,0,0,0,0,9,4
POA4226,..,35,173,55,43,33,47,38,34,32,489,..,15,57,18,27,22,26,37,4,9,204,..,0,0,0,0,0,8,12,11,6,38,..,0,0,0,0,0,0,0,0,0,0,..,15,57,18,23,22,37,42,14,17,247,..,0,0,0,0,0,0,0,0,0,0,..,47,230,69,68,56,83,82,50,52,733,113,199,186,39,33,17,21,24,17,18,668,47,65,89,36,12,39,57,62,26,28,473,0,3,0,0,0,10,9,9,6,6,37,0,0,0,0,0,0,0,0,0,0,0,47,64,89,36,17,46,66,66,36,33,508,0,0,0,0,0,0,0,0,0,0,0,162,268,276,75,51,58,87,93,51,56,1175,200,116,173,49,43,23,31,35,19,23,710,90,110,215,27,35,38,58,82,32,19,707,0,5,13,3,9,9,6,14,7,7,66,0,0,0,0,0,0,0,0,0,0,3,90,121
POA4227,..,39,132,32,33,30,24,37,16,20,356,..,10,55,28,24,24,30,11,5,12,208,..,0,0,0,3,8,0,10,6,0,26,..,0,0,0,4,0,0,0,0,0,4,..,10,60,28,28,36,29,20,7,15,235,..,0,0,0,0,0,0,0,0,0,0,..,51,192,59,62,60,48,52,28,32,592,61,140,129,17,17,14,18,28,20,9,457,24,82,73,24,30,25,41,46,29,11,391,0,0,0,0,0,0,3,16,3,3,32,0,0,0,0,0,0,0,0,0,0,3,24,84,80,28,27,25,49,60,32,14,425,0,0,0,0,0,0,0,0,0,0,0,79,224,209,46,48,40,70,89,54,28,882,136,84,115,21,22,34,38,34,20,8,508,46,54,157,22,15,36,47,48,20,16,460,0,4,8,3,3,10,9,9,5,0,52,0,0,0,0,0,0,0,0,0,0,3,51,64
POA4228,..,4,15,0,6,7,3,0,0,4,40,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,4,15,0,6,7,3,0,0,4,41,7,25,13,3,0,0,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,29,13,3,4,0,3,0,0,0,63,20,3,14,3,0,0,0,0,0,0,46,3,3,5,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
POA4229,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,5,9,5,0,0,0,6,10,0,0,35,3,6,3,0,3,3,4,16,28,3,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,3,8,16,28,3,74,0,0,0,0,0,0,0,0,0,0,0,6,17,14,0,3,3,15,26,29,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,..,0,9,0,4,4,0,0,0,0,22,..,0,3,0,6,0,3,0,0,3,16,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,5,0,3,0,0,3,21,..,0,0,0,0,0,0,0,0,0,0,..,3,14,0,5,4,4,0,4,3,41,0,13,14,4,4,4,0,0,0,0,38,3,3,4,0,0,0,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,16,19,4,4,5,3,0,0,0,58,16,12,27,0,7,0,9,0,0,3,72,7,6,14,0,3,3,9,0,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
POA4270,..,0,14,5,0,3,5,0,0,0,24,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,14,5,0,0,5,0,0,0,24,10,15,14,3,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,14,3,0,3,0,0,0,0,43,13,8,18,0,0,0,3,0,0,3,49,7,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
POA4271,..,3,11,0,0,0,3,5,0,0,27,..,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,11,3,0,0,3,5,0,0,26,4,13,4,0,0,0,3,0,0,0,27,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,11,7,0,0,3,3,0,0,0,27,10,8,5,0,0,0,0,0,0,0,22,3,0,8,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
POA4272,..,10,34,8,4,10,0,3,0,5,67,..,0,7,0,0,0,3,0,0,0,14,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,3,0,0,3,..,13,39,8,4,10,5,6,3,5,85,3,29,6,0,0,0,0,0,0,0,46,0,0,6,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,8,33,7,3,0,0,0,0,0,0,51,10,5,6,0,0,0,0,0,0,0,31,5,4,3,0,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4
POA4275,..,0,9,0,0,5,0,0,0,3,16,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,5,0,0,5,0,0,3,3,23,9,4,11,0,0,3,3,0,0,0,26,0,0,7,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,6,4,14,0,0,3,4,0,0,6,41,14,8,8,4,0,0,0,0,0,3,35,0,0,10,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4280,..,22,45,8,10,11,4,0,4,0,99,..,3,8,0,5,0,0,0,0,0,17,..,0,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,3,8,5,5,0,3,0,0,0,18,..,0,0,0,0,0,0,0,0,0,0,..,23,51,8,11,11,7,0,4,3,120,19,69,48,10,5,9,3,6,8,3,176,7,5,9,3,0,3,3,3,3,0,38,0,0,0,0,0,0,3,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,7,5,9,6,0,3,7,7,9,10,55,0,0,0,0,0,0,0,0,0,0,0,25,69,55,17,3,9,11,13,13,9,230,79,22,32,9,9,4,0,0,0,8,171,29,11,12,0,0,0,3,3,0,5,65,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,26,11
POA4285,..,13,50,3,3,12,3,5,0,6,99,..,0,10,0,3,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,10,0,3,3,3,0,0,0,17,..,0,0,0,0,0,0,0,0,0,0,..,13,59,3,4,16,7,5,0,6,113,16,46,33,3,3,0,3,0,3,0,115,0,3,8,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,17,52,40,4,6,3,3,3,3,0,133,57,25,27,12,5,4,5,8,4,7,145,7,3,17,0,4,0,0,4,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3
POA4287,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4300,..,71,415,114,137,111,63,62,38,47,1060,..,45,294,86,74,71,64,48,25,35,741,..,0,0,0,3,11,18,19,16,6,73,..,0,0,0,0,0,0,0,0,3,12,..,45,294,94,73,85,78,64,42,41,826,..,0,0,0,0,0,0,0,0,0,3,..,114,715,206,213,197,140,129,87,91,1890,126,272,317,57,51,55,34,37,20,29,990,81,218,258,36,63,54,54,56,26,29,868,0,0,3,0,4,3,10,14,9,5,46,0,3,0,0,0,0,0,0,0,4,9,84,219,261,38,71,58,61,66,38,38,926,0,0,0,0,0,0,0,0,0,0,3,209,490,575,88,119,111,92,101,62,64,1920,450,224,293,97,105,90,55,52,22,35,1415,308,259,541,105,119,98,64,71,34,35,1629,3,9,36,5,12,13,10,7,10,6,114,6,0,6,4,0,0,0,0,0,0,22,317,272
POA4301,..,40,183,50,80,73,63,35,13,28,572,..,28,129,45,69,47,67,56,13,24,476,..,0,5,3,3,12,24,20,23,12,95,..,0,4,3,5,0,4,3,3,0,24,..,29,139,46,75,57,86,76,41,30,597,..,0,0,0,0,0,0,0,0,0,3,..,74,326,99,151,127,147,117,55,60,1164,70,140,168,26,28,37,27,23,3,22,541,58,165,190,51,66,52,53,38,21,20,714,0,0,0,6,3,6,5,8,6,0,36,3,0,5,0,3,0,0,0,0,0,15,58,169,194,57,69,58,61,44,30,22,767,0,0,0,0,0,0,0,0,0,0,0,134,307,364,76,98,98,89,67,32,40,1308,163,98,156,43,42,31,29,36,15,16,628,135,164,307,42,63,59,62,43,18,30,928,0,0,30,3,13,9,4,10,6,8,83,0,0,11,0,0,0,0,0,0,0,20,139,169
POA4303,..,7,6,3,3,0,6,0,0,0,28,..,8,6,0,0,4,3,3,0,10,32,..,0,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,8,6,0,0,3,3,3,0,10,32,..,0,0,0,0,0,0,0,0,0,0,..,12,12,3,6,6,9,3,0,9,57,5,6,6,0,3,0,0,0,0,0,23,17,7,11,0,3,7,3,3,0,8,61,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,7,11,0,4,3,3,8,0,8,63,0,0,0,0,0,0,0,0,0,0,0,21,13,18,3,6,3,7,9,0,8,94,16,7,9,0,0,3,0,3,0,0,40,12,15,9,3,0,3,7,3,0,0,53,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,12
POA4304,..,6,29,8,8,12,11,7,3,6,91,..,0,21,14,10,0,12,11,7,0,68,..,0,0,0,0,0,0,0,3,0,6,..,0,0,0,0,0,0,0,0,0,0,..,0,21,14,10,0,9,11,5,0,75,..,0,0,0,0,0,0,0,0,0,0,..,6,52,23,19,10,21,18,12,10,168,17,29,41,4,0,6,4,4,3,4,115,7,11,46,6,8,5,6,8,9,8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,46,6,8,5,6,7,4,9,116,0,0,0,0,0,0,0,0,0,0,0,19,42,86,15,12,12,14,14,7,18,229,84,36,30,14,6,9,13,3,7,4,210,32,26,67,11,14,15,23,16,7,3,210,0,0,8,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,36,26
POA4305,..,23,127,30,37,22,21,3,9,20,294,..,18,55,13,39,7,27,11,0,12,196,..,0,3,0,0,3,0,17,8,3,32,..,0,0,0,0,0,0,0,0,0,0,..,18,60,13,41,14,30,30,9,19,229,..,0,0,0,0,0,0,0,0,4,9,..,40,184,40,78,36,54,33,18,43,534,66,94,82,20,15,10,15,15,8,21,351,17,45,59,20,35,14,22,28,20,15,273,0,0,0,0,0,0,7,8,8,3,30,0,0,0,0,0,0,0,0,0,0,4,17,47,59,20,37,22,27,37,24,23,305,0,0,0,0,0,0,0,0,0,0,5,82,143,151,36,52,29,42,52,28,42,658,216,68,116,24,35,28,14,11,5,19,531,40,69,126,31,27,19,36,21,12,14,400,0,5,6,3,3,0,0,4,7,3,35,0,0,0,0,0,0,0,0,0,0,3,48,75
POA4306,..,40,85,20,28,18,7,0,7,18,221,..,4,21,5,3,9,7,3,0,4,54,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,4,21,7,3,9,11,3,3,4,61,..,0,0,0,0,0,0,0,0,0,0,..,41,109,29,27,30,16,7,9,26,279,35,104,86,4,4,3,0,0,0,9,255,4,19,21,0,0,3,0,3,0,0,48,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,19,18,0,0,3,0,7,3,3,55,0,0,0,0,0,0,0,0,0,8,8,40,124,105,4,7,3,0,4,3,13,313,114,40,64,16,10,5,4,0,4,16,273,15,18,29,4,0,3,7,5,3,0,99,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,4,15,18
POA4307,..,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4309,..,3,3,0,0,3,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,3,3,0,0,3,0,0,0,0,14,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4310,..,3,5,0,0,0,0,0,0,0,14,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,3,10,0,3,0,0,0,0,0,15,3,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,5,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,7,20,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,3,10,7,34,0,3,3,0,0,0,0,0,0,0,9,3,0,3,3,3,0,0,6,3,0,23,0,6,9,0,0,0,0,7,11,4,38,0,0,0,0,0,0,0,0,0,0,0,3,8
