POA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
POA4215,849,50,0,0,53,0,905,121,451,32,6,485,0,605,3,67,31,3,95,0,102,0,4,0,0,4,0,5,123,523,55,7,590,0,711,0,0,0,0,0,0,0,976,574,55,12,644,0,1615,768,22,0,0,22,4,792,81,276,22,0,297,0,379,0,47,23,0,65,0,65,0,0,0,0,0,0,3,82,318,43,0,362,0,445,0,0,0,0,0,3,3,853,338,43,0,382,11,1244,402,3,0,0,3,0,406,28,104,8,0,117,0,143,0,12,10,0,27,0,23,0,0,0,0,0,0,0,25,121,19,0,140,0,171,0,0,0,0,0,0,0,425,127,19,0,146,0,573,252,4,0,0,4,0,257,22,58,10,0,71,0,92,0,5,6,0,18,0,18,0,0,0,0,0,0,0,22,71,13,0,86,0,104,0,0,0,0,0,0,0,275,69,13,0,89,0,364,344,3,0,0
POA4216,895,33,0,0,33,3,933,72,160,7,0,169,0,241,0,19,8,0,28,0,31,0,3,0,0,3,0,3,73,189,17,0,209,0,278,0,0,0,0,0,3,3,965,222,17,0,237,6,1217,868,30,0,0,30,0,899,78,140,6,0,154,0,231,0,12,4,0,19,0,25,0,0,0,0,0,0,0,84,156,16,0,170,0,255,0,0,0,0,0,9,9,950,192,16,0,202,9,1159,519,20,0,0,20,0,538,27,63,10,0,69,0,99,4,6,8,0,12,0,11,0,0,0,0,0,0,0,27,69,11,0,83,0,112,0,0,0,0,0,0,0,546,91,11,0,104,0,650,319,3,0,0,3,0,321,20,38,3,0,42,0,60,0,3,3,0,4,0,4,0,0,0,0,0,0,0,20,41,8,0,44,0,62,0,0,0,0,0,0,0,332,43,8,0,48,0,384,396,14,0,0
POA4217,550,47,0,0,47,0,599,67,331,22,0,355,0,418,0,26,12,0,43,0,39,0,0,0,0,0,0,0,69,358,31,0,394,0,465,0,0,0,0,0,3,3,624,405,31,0,438,0,1066,645,29,0,0,29,9,680,83,216,14,0,227,0,306,6,19,11,0,31,0,34,0,3,0,0,3,0,3,83,230,27,0,262,0,344,0,0,0,0,0,0,3,729,262,27,0,289,14,1027,392,24,0,0,21,0,416,43,88,3,0,95,0,140,0,9,3,0,12,0,14,0,0,0,0,0,0,0,45,96,7,0,111,0,151,3,0,0,0,0,0,3,442,117,7,3,130,0,572,300,13,0,0,13,0,315,25,50,3,0,58,0,85,0,3,3,0,6,0,6,0,0,0,0,0,0,0,25,52,10,0,63,0,89,0,0,0,0,0,0,0,326,70,10,0,78,0,405,402,10,0,0
POA4218,853,40,0,0,41,0,893,90,114,6,0,120,0,215,6,9,3,0,17,0,20,0,0,0,0,0,0,0,95,125,6,0,135,0,231,3,0,0,0,0,3,8,953,163,9,0,173,3,1128,798,34,0,0,34,0,831,67,110,3,0,111,0,181,3,7,3,0,13,0,16,0,0,0,0,0,0,0,74,116,5,0,123,0,198,0,0,0,0,0,0,0,865,149,6,0,158,0,1026,452,12,3,0,18,0,471,32,44,3,0,48,0,80,0,3,3,0,9,0,12,0,0,0,0,3,0,3,30,55,5,0,67,0,99,0,0,0,0,0,0,4,486,68,11,0,85,0,566,298,12,0,0,16,0,315,25,30,3,0,34,0,55,0,0,0,0,3,0,3,0,0,0,0,0,0,0,25,31,5,0,32,0,60,0,0,0,0,0,0,3,322,46,3,0,52,0,369,396,7,0,0
POA4220,1221,30,0,0,30,0,1253,61,82,0,0,82,0,137,0,6,0,0,7,0,10,0,0,0,0,0,0,0,60,85,0,0,87,0,151,5,0,0,0,0,0,9,1282,113,0,0,117,0,1405,1086,16,0,0,16,0,1108,49,73,0,0,74,0,118,0,4,0,0,3,0,3,0,0,0,0,0,0,0,47,71,0,0,79,0,129,0,4,0,0,4,0,6,1136,95,0,0,98,0,1235,537,12,0,0,18,0,549,27,34,0,0,34,0,60,0,5,3,0,7,0,10,0,0,0,0,0,0,0,28,40,3,0,42,0,70,3,0,0,0,0,0,3,561,52,0,0,61,0,621,325,6,0,0,4,0,331,11,20,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,0,0,23,0,35,0,0,0,0,0,0,0,334,24,3,0,29,0,361,421,4,0,0
POA4221,1037,24,0,0,24,4,1064,54,48,3,0,49,0,100,0,4,0,0,4,0,4,0,0,0,0,0,0,0,52,49,7,0,52,0,108,4,0,0,0,0,0,4,1095,74,7,0,77,4,1174,1054,20,0,0,20,3,1073,39,40,0,0,40,0,83,0,3,0,0,3,0,3,0,0,0,0,0,0,0,39,49,0,0,49,0,86,0,0,0,0,0,0,0,1092,63,0,0,63,3,1162,591,8,0,0,8,0,599,23,14,0,0,15,0,36,0,0,0,0,3,0,3,0,0,0,0,0,0,0,26,16,3,0,19,0,44,0,0,0,0,0,0,0,616,25,3,0,24,0,641,366,4,0,0,4,0,374,16,16,0,0,16,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,21,0,33,0,0,0,0,0,0,0,381,24,0,0,24,0,409,488,12,0,0
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,510,25,0,0,25,0,531,23,21,0,0,21,0,49,0,0,0,0,0,0,3,0,0,0,0,0,0,0,23,22,0,0,22,0,48,0,0,0,0,0,0,0,531,48,0,0,48,0,578,586,18,0,0,18,0,606,33,16,0,0,16,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,14,0,53,0,0,0,0,0,0,0,620,33,0,0,33,0,655,323,11,0,0,11,0,333,16,10,0,0,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,10,0,30,0,0,0,0,0,0,0,339,20,0,0,20,0,361,215,3,0,0,3,3,219,14,9,0,0,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,0,9,0,15,0,0,0,0,0,0,0,224,7,0,0,7,3,237,284,3,0,0
POA4224,229,3,0,0,3,0,239,18,29,0,0,29,0,45,4,0,0,0,0,0,3,0,0,0,0,0,0,0,15,27,0,0,27,0,48,0,0,0,0,0,0,0,250,33,0,0,33,0,287,185,5,0,0,5,0,192,7,24,0,0,24,0,28,0,3,0,0,3,0,3,0,0,0,0,0,0,0,5,25,0,0,25,0,34,0,0,0,0,0,0,0,198,34,0,0,34,0,231,96,0,0,0,0,0,99,3,6,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,9,0,0,0,0,0,0,0,97,6,0,0,8,0,107,55,0,0,0,0,0,61,3,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,5,0,0,0,0,0,0,0,60,3,0,0,3,0,69,78,0,0,0
POA4225,126,12,0,0,12,3,141,6,20,0,0,19,0,30,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,24,3,0,25,0,32,0,0,0,0,0,0,0,134,32,3,0,31,4,172,85,0,0,0,0,0,85,3,17,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,17,0,0,0,0,0,0,0,88,17,0,0,17,0,103,53,0,0,0,0,0,57,4,4,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,10,0,0,0,0,0,0,0,55,4,3,0,4,0,68,37,0,0,0,0,0,33,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,0,0,0,0,40,3,0,0,0,0,42,43,0,0,0
POA4226,1000,42,0,0,42,0,1044,84,190,8,0,204,3,285,3,25,16,0,36,0,38,0,0,0,0,0,0,0,84,221,25,0,241,3,325,0,0,0,0,0,0,3,1087,257,25,0,286,3,1377,1005,33,0,0,33,0,1039,69,176,9,0,191,0,257,3,16,12,0,27,0,33,0,0,0,0,0,0,0,74,195,23,0,216,0,294,0,0,0,0,0,3,4,1071,230,23,0,249,3,1327,548,26,0,0,26,0,570,33,102,3,0,100,0,141,0,14,11,0,24,0,27,0,0,0,0,4,0,4,35,114,14,0,126,0,164,0,0,0,0,0,0,0,585,133,14,0,151,0,736,372,4,0,0,3,0,377,25,61,8,0,65,0,88,3,5,7,0,12,0,13,0,0,0,0,0,0,0,22,69,14,0,83,0,108,0,0,0,0,0,0,0,398,71,12,0,82,0,485,539,20,0,0
POA4227,751,35,0,0,35,0,784,76,150,0,0,155,0,230,0,17,14,0,32,0,32,0,0,0,0,0,0,0,76,172,20,0,187,0,267,0,0,0,0,0,0,0,824,209,20,0,222,0,1056,793,45,0,0,45,3,842,73,162,6,0,168,0,239,0,24,9,0,29,0,29,0,0,0,0,0,0,0,73,184,18,0,203,0,271,0,0,0,0,0,0,3,870,228,18,0,250,5,1119,495,16,0,0,16,0,512,36,65,7,0,77,0,110,0,15,8,0,24,0,24,0,0,0,0,0,0,0,36,79,18,0,97,0,137,0,0,0,0,0,0,0,529,98,18,0,116,0,649,276,7,0,0,7,0,285,17,59,8,0,68,0,87,0,4,4,0,9,0,9,0,0,0,0,0,0,0,17,69,9,0,77,0,94,0,0,0,0,0,0,0,295,74,9,0,86,0,379,362,13,0,0
POA4228,219,0,0,0,0,0,219,15,7,0,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,7,0,20,0,0,0,0,0,0,0,239,6,0,0,6,0,244,268,3,0,0,3,0,268,6,8,0,0,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,8,0,17,0,0,0,0,0,0,0,272,10,0,0,10,0,282,169,4,0,0,4,0,172,7,3,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,10,0,0,0,0,0,0,0,172,3,0,0,3,0,176,117,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,123,149,3,0,0
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,17,0,0,0,0,0,17,4,19,0,0,19,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,0,0,19,0,24,0,0,0,0,0,0,0,26,19,0,0,19,0,40,21,0,0,0,0,0,21,5,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,13,0,13,0,0,0,0,0,0,0,26,13,0,0,13,0,34,10,0,0,0,0,0,10,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,0,0,0,10,4,0,0,5,0,16,9,0,0,0,0,0,9,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,8,0,0,0,0,0,0,0,11,3,0,0,3,0,9,10,0,0,0
POA4270,138,0,0,0,0,0,141,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,143,0,0,0,4,0,147,179,5,0,0,5,0,184,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,184,11,0,0,11,0,190,123,0,0,0,0,0,121,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,123,4,0,0,4,0,132,88,0,0,0,0,0,84,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,85,3,0,0,3,0,89,123,0,0,0
POA4271,88,5,0,0,5,0,97,3,9,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,8,0,0,0,0,0,0,0,93,10,0,0,10,0,106,117,7,0,0,7,0,123,8,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,14,0,0,0,0,0,0,0,126,12,0,0,12,0,138,82,7,0,0,7,0,86,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,83,7,0,0,7,0,91,45,0,0,0,0,0,48,3,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0,0,0,0,50,3,0,0,3,0,54,49,8,0,0
POA4272,113,0,0,0,0,0,112,8,5,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,5,0,16,4,0,0,0,0,0,3,121,3,0,0,3,0,128,185,3,0,0,3,0,186,13,4,0,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,4,0,17,0,0,0,0,0,0,0,194,12,0,0,12,0,208,131,0,0,0,0,0,138,6,11,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,11,0,20,0,0,0,0,0,0,0,143,12,0,0,12,0,151,89,0,0,0,0,0,94,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,102,3,0,0,3,0,100,91,0,0,0
POA4275,124,0,0,0,0,0,129,3,4,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,9,0,0,0,0,0,0,0,131,3,0,0,3,0,140,141,0,0,0,0,0,145,7,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,5,0,0,0,0,0,0,0,151,3,0,0,3,0,150,101,0,0,0,0,0,101,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,100,0,0,0,0,0,100,51,0,0,0,0,0,51,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,58,0,0,0,0,0,55,80,0,0,0
POA4280,746,11,0,0,11,0,753,23,25,4,0,26,0,45,0,3,8,0,8,0,8,0,0,0,0,0,0,0,23,29,6,0,36,0,56,0,0,0,0,0,3,3,765,35,6,0,38,4,813,947,9,0,0,9,0,954,25,27,3,0,31,0,57,3,0,4,0,6,0,4,0,0,0,0,0,0,0,30,28,3,0,33,0,60,0,0,0,0,0,0,0,981,34,3,0,39,0,1019,595,16,0,0,15,3,614,17,15,0,0,15,0,35,0,8,0,0,7,0,7,0,0,0,0,0,0,0,17,20,0,0,20,0,37,0,0,0,0,0,0,0,611,34,0,0,33,3,649,398,0,0,0,3,0,404,16,11,0,0,10,0,28,0,8,0,0,5,0,5,0,0,0,0,0,0,0,16,13,4,0,16,0,32,0,0,0,0,0,0,0,416,13,4,0,19,0,435,476,3,0,0
POA4285,776,3,0,0,3,3,786,14,16,0,0,16,0,33,3,0,0,0,0,0,7,0,0,0,0,0,0,0,17,18,0,0,18,0,39,0,0,0,0,0,5,3,796,24,0,0,24,6,828,1055,6,0,0,6,0,1065,28,27,0,0,27,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,0,0,26,0,55,0,0,0,0,0,6,6,1086,32,0,0,32,6,1125,573,0,0,0,0,0,574,20,22,0,0,22,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,22,0,44,0,0,0,0,0,0,0,595,23,0,0,23,0,621,387,0,0,0,0,0,393,8,9,0,0,9,0,10,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,7,0,0,7,0,15,0,0,0,0,0,0,0,397,7,0,0,7,3,409,483,3,0,0
POA4287,29,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,29,33,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,33,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,17,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,12,0,0,0
POA4300,2616,134,0,0,141,0,2755,203,790,18,0,809,4,1013,0,71,33,0,105,0,109,3,10,0,5,18,0,23,206,871,49,13,932,6,1137,5,0,0,0,0,3,8,2827,1013,48,13,1074,12,3907,2330,105,3,0,107,0,2436,162,701,27,0,733,3,899,0,62,45,0,103,0,108,5,4,0,10,8,0,18,171,768,70,7,849,3,1020,4,0,0,0,0,4,9,2506,873,75,7,955,5,3467,1134,52,0,0,50,0,1182,66,389,30,0,425,0,486,0,29,26,0,56,0,59,0,3,0,3,4,0,6,63,424,53,3,484,0,547,0,0,0,0,0,0,0,1196,477,56,3,535,0,1730,712,32,0,0,31,0,742,37,219,19,0,237,4,277,0,26,18,0,43,0,43,0,0,0,0,0,0,3,38,248,40,4,287,4,324,0,0,0,0,0,0,0,745,275,40,3,313,5,1063,868,35,0,3
POA4301,1274,66,0,5,71,8,1352,77,452,21,5,481,0,556,0,68,33,0,101,0,106,0,6,0,4,10,0,10,83,523,54,7,593,0,676,0,0,0,0,0,3,4,1358,592,54,13,663,10,2026,1061,61,0,7,69,3,1131,55,395,24,0,426,3,482,3,62,32,0,93,0,100,0,8,0,4,12,0,12,62,469,58,6,530,3,594,0,0,0,0,0,0,7,1122,533,60,14,602,6,1727,487,24,0,0,26,0,516,24,200,22,0,220,0,250,3,25,26,0,54,0,58,0,3,0,3,9,0,9,28,229,50,9,285,0,313,3,0,0,0,0,0,3,514,251,50,5,304,0,823,323,12,0,0,17,0,339,24,122,20,0,140,0,160,0,26,8,0,32,0,37,0,0,0,0,5,0,5,24,142,33,3,175,0,198,0,0,0,0,0,0,0,344,155,34,6,195,0,543,384,16,0,0
POA4303,106,13,0,0,13,0,113,4,31,0,0,31,0,29,0,0,3,0,3,0,3,0,0,0,0,0,0,0,4,31,3,0,29,0,33,0,0,0,0,0,0,0,104,38,3,0,41,0,150,88,11,0,0,11,0,93,3,24,0,0,24,0,23,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,26,0,0,29,0,33,0,0,0,0,0,0,0,90,30,0,0,33,0,122,38,0,0,0,0,0,40,10,12,0,0,12,0,22,0,3,5,0,6,0,6,0,0,0,0,0,0,0,10,19,5,0,18,0,29,0,0,0,0,0,0,0,42,19,5,0,23,0,65,26,0,0,0,0,0,25,0,10,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,0,16,0,0,0,0,0,0,0,25,9,0,0,11,0,40,27,0,0,0
