POA_CODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
POA4035,0,3,3,19,6,10,4,3,0,51,0,3,0,3,5,13,35,18,3,83,0,0,0,3,0,3,0,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,12,12,10,9,7,3,0,51,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,4,8,10,17,5,3,47,6,22,28,114,81,54,28,14,7,351,0,0,3,3,3,0,4,3,0,15,0,0,0,0,0,0,0,0,0,9,0,5,6,9,15,4,0,3,0,44,0,9,15,16,11,0,3,0,0,59,0,0,0,4,4,9,5,0,0,25,0,7,0,10,8,22,25,6,0,86,0,3,0,3,3,0,0,0,0,15,0,31,34,69,50,28,19,3,0,236
POA4036,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,8,0,0,0,0,0,3,3,0,0,8,0,4,19,62,31,17,13,3,0,144,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,8,3,6,3,0,0,0,17,0,6,3,21,7,3,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,3,0,15,0,0,0,3,0,0,0,0,0,3,0,4,4,4,7,0,0,0,0,21
POA4037,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,4,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,15,0,15,14,37,50,15,0,0,0,142,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,0,3,3,0,4,0,0,6,0,0,0,9,6,4,6,0,0,28,0,0,0,4,3,0,0,0,0,5,0,12,24,33,28,3,4,0,0,99
POA4051,0,0,0,27,11,3,3,0,0,52,0,0,0,13,8,8,12,20,12,71,0,4,0,9,0,0,0,0,0,20,0,0,4,8,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,19,12,4,0,0,0,47,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,27,47,0,3,0,0,0,84,0,4,3,10,4,3,8,3,0,37,4,23,46,167,74,46,21,3,0,386,0,0,0,3,4,3,3,0,0,19,0,0,0,12,0,0,0,0,0,13,0,3,3,16,16,9,3,0,0,48,0,5,4,24,3,0,3,0,0,44,0,0,0,13,4,0,0,3,3,22,0,3,10,21,15,8,3,3,0,58,0,7,0,23,3,0,0,0,0,31,0,3,18,44,4,11,4,0,0,82
POA4053,3,0,3,61,14,8,4,3,0,103,0,3,4,16,14,27,51,49,13,180,0,3,6,3,0,0,0,0,0,20,0,5,8,20,3,0,0,0,0,33,0,0,0,5,0,0,3,0,0,8,0,0,3,20,14,15,11,3,0,65,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,13,10,0,3,0,0,25,0,0,3,11,0,3,0,0,0,18,0,0,3,9,7,6,13,9,3,45,3,32,46,265,108,80,46,12,3,599,0,0,0,8,5,3,0,0,0,16,0,0,0,0,3,0,0,0,0,4,0,4,9,22,25,10,7,3,0,84,0,11,15,39,26,13,4,5,0,114,0,0,0,9,6,12,4,0,3,34,0,0,3,21,21,21,19,10,10,112,0,0,3,12,0,3,0,0,0,25,3,10,15,107,24,20,17,0,0,192
POA4054,0,0,0,10,0,3,3,0,0,24,0,0,0,6,0,0,5,5,3,18,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,4,7,0,0,21,0,14,15,78,41,23,19,0,0,187,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,17,0,5,3,12,0,3,0,3,0,24,0,0,0,0,0,3,0,0,0,5,0,0,0,6,4,3,10,3,0,28,0,0,0,4,3,3,0,0,0,10,0,0,6,22,17,0,4,0,0,50
POA4055,0,14,0,16,3,4,0,0,0,44,0,0,0,4,0,3,4,3,0,22,0,3,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,15,6,5,0,0,0,30,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,13,3,0,29,0,23,13,111,61,36,23,9,0,282,0,3,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,16,12,6,0,3,0,37,0,0,0,17,0,3,0,0,0,26,0,0,0,11,0,5,0,0,0,16,0,3,3,15,12,3,9,3,3,60,0,0,0,3,4,0,3,0,0,10,0,20,27,41,41,11,3,3,0,153
POA4059,0,0,0,9,3,3,0,0,0,17,0,0,3,11,0,0,4,13,5,45,0,3,8,12,3,0,3,0,0,30,0,9,22,28,4,3,0,0,0,63,0,0,0,0,4,0,0,0,0,4,0,0,35,15,4,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,9,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,14,0,6,26,63,31,20,8,0,0,155,0,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,10,0,0,3,17,3,0,0,0,0,30,0,3,5,15,0,3,0,0,0,22,0,0,0,4,0,0,0,0,3,12,0,0,4,13,3,4,8,3,0,30,0,6,13,21,3,0,0,0,0,41,0,0,11,26,3,3,3,0,0,46
POA4060,0,0,0,18,8,6,0,3,0,38,0,0,3,4,6,0,0,12,0,29,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,0,4,3,0,16,0,6,18,49,35,22,9,3,0,144,0,0,0,7,7,0,0,0,0,13,0,0,3,6,0,0,0,0,0,10,0,0,8,3,6,3,0,0,0,26,0,0,3,3,0,0,0,0,0,6,0,0,0,7,0,0,3,0,0,5,0,0,0,11,10,9,3,0,0,35,0,8,0,4,0,0,0,0,0,13,0,0,5,29,10,3,3,0,0,52
POA4061,0,0,3,24,13,6,3,0,0,52,0,0,3,4,4,0,4,7,3,27,0,0,3,0,0,0,4,0,0,9,0,7,3,4,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,9,4,10,0,4,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,3,7,7,10,0,0,34,0,31,20,78,57,35,14,3,0,252,0,0,0,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,3,0,0,20,0,3,4,10,5,0,0,0,0,19,0,0,0,4,0,5,0,0,0,16,0,11,0,21,18,11,8,7,0,76,0,0,5,3,3,4,0,3,0,21,0,28,22,58,31,18,14,0,0,172
POA4064,0,0,3,22,9,4,0,0,0,34,0,3,0,8,3,8,8,4,7,38,0,0,5,3,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,3,0,3,5,3,4,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,14,0,5,15,73,27,17,11,4,0,153,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,20,0,0,3,9,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,12,0,3,0,11,4,6,3,0,0,34,0,4,5,5,0,3,0,0,0,17,0,0,8,19,4,0,3,0,0,37
POA4065,0,0,0,9,6,0,0,0,0,24,0,0,0,4,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,14,3,9,6,38,28,17,6,0,0,108,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,10,4,3,0,0,36,0,5,3,0,0,0,3,0,0,8,0,4,4,19,14,7,0,0,0,51
POA4066,0,4,3,30,4,3,0,3,0,47,0,0,5,10,5,0,5,3,4,30,0,3,6,10,3,0,0,0,0,27,0,3,8,21,7,3,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,3,22,38,10,8,4,3,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,8,37,0,0,0,0,0,44,0,0,0,3,3,3,6,0,0,15,0,6,29,96,36,36,15,5,0,230,0,0,0,9,0,3,0,0,0,8,0,3,0,6,0,0,0,0,0,15,0,3,4,6,3,3,0,0,0,25,0,7,10,23,7,3,0,0,0,42,0,0,0,0,0,0,0,0,3,5,0,0,4,7,9,6,0,0,0,32,0,0,17,20,0,0,0,0,0,38,0,0,30,43,15,8,4,0,0,100
POA4067,0,0,4,3,3,0,0,0,0,10,0,0,0,8,0,0,0,0,0,14,0,3,5,12,3,0,0,0,0,32,0,3,18,17,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,7,232,40,7,8,3,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,10,3,0,0,0,8,0,0,0,0,10,0,0,20,28,3,10,6,0,0,71,0,0,0,0,3,0,0,0,0,3,0,5,10,28,0,0,3,0,0,48,0,0,0,10,3,0,0,0,0,18,0,0,3,8,0,0,0,0,0,12,0,3,0,4,0,0,0,0,0,10,0,0,4,4,0,0,8,0,0,23,0,0,140,60,0,0,0,0,0,201,0,0,17,10,5,3,3,0,0,45
POA4068,0,3,0,25,9,3,4,0,0,47,0,0,10,7,3,3,0,0,0,31,0,13,17,19,8,3,5,0,0,56,0,19,30,42,10,0,0,0,0,102,0,0,0,6,0,0,0,0,0,5,11,7,33,59,12,7,5,4,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,4,0,3,8,34,3,0,0,0,0,44,0,0,3,5,7,0,11,3,3,37,6,22,43,103,40,39,19,10,0,277,0,0,0,4,3,0,3,0,0,13,0,0,0,14,0,0,0,0,0,22,0,6,8,12,11,9,0,5,0,62,0,3,7,35,3,3,0,0,0,57,0,0,0,11,3,0,0,0,0,16,0,5,3,11,6,16,11,7,0,56,0,7,29,40,7,3,5,0,0,100,0,4,28,66,25,23,12,6,0,171
POA4069,3,10,7,26,7,10,11,3,6,75,0,0,0,6,7,9,11,3,0,39,0,3,11,7,4,4,3,0,0,31,3,23,35,34,18,3,0,0,0,117,0,0,0,4,0,0,0,0,0,3,0,10,12,35,29,24,24,18,0,154,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,7,20,10,18,7,0,73,0,34,50,101,89,66,42,18,12,410,0,3,0,8,8,8,5,3,0,35,0,0,0,3,3,0,0,0,0,11,0,0,3,12,29,15,3,5,3,69,0,8,10,11,3,3,3,4,0,35,0,0,0,6,3,8,0,0,0,26,0,13,6,25,46,22,21,15,3,151,0,11,17,31,5,6,5,0,0,74,3,52,108,147,120,83,43,23,4,580
POA4070,0,9,3,12,10,0,5,3,0,39,0,0,0,3,0,0,4,3,0,12,0,3,3,3,0,3,0,0,0,7,0,5,8,14,4,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,11,0,5,5,8,0,35,0,20,27,62,44,34,10,7,0,206,0,0,0,3,3,3,0,0,0,10,0,0,3,0,0,0,0,0,0,5,0,3,6,3,6,0,4,3,0,20,0,3,8,9,3,4,0,0,0,28,0,0,0,5,0,0,3,0,0,10,0,10,4,10,15,4,4,3,3,54,0,6,3,7,6,0,0,0,0,22,3,21,59,76,49,27,14,3,3,261
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,30,7,0,0,0,0,0,35,0,0,15,0,0,0,0,0,0,21
POA4073,0,0,0,3,0,3,3,0,0,12,0,0,0,3,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,4,0,3,3,15,11,7,0,0,0,35,0,0,0,3,4,3,0,0,0,15,0,7,0,11,3,15,9,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,0,22,0,5,12,38,25,19,11,3,0,121,0,0,0,3,5,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,0,13,0,3,0,6,3,6,0,0,0,18,0,0,0,3,3,3,3,0,0,17,0,5,0,8,3,10,3,0,0,39,0,7,6,7,3,0,0,0,0,29,0,11,14,40,20,16,3,0,0,98
POA4074,0,7,4,17,5,8,3,0,0,47,0,0,0,4,3,7,3,8,3,26,0,0,4,3,3,4,0,0,0,21,0,5,16,21,7,0,7,0,0,58,0,0,0,5,4,4,9,0,0,25,0,4,8,27,20,28,22,5,3,121,0,0,0,0,0,3,3,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,6,4,9,12,0,0,39,3,34,63,176,93,65,50,8,3,493,0,0,0,8,0,4,8,0,0,23,0,0,0,0,3,0,0,0,0,4,0,8,9,15,11,7,0,0,0,44,0,0,15,22,24,3,5,0,0,63,0,0,0,3,0,4,4,0,0,15,0,9,3,15,20,14,20,16,0,93,4,8,8,16,11,10,9,0,0,63,0,11,41,70,39,30,25,5,0,231
POA4075,0,0,0,9,3,3,3,0,0,24,0,0,0,11,5,0,3,3,0,23,0,3,3,3,6,0,0,0,0,19,0,5,6,18,8,3,0,4,0,48,0,0,0,3,0,0,0,0,0,3,0,5,0,16,10,4,4,0,0,45,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,13,0,0,0,4,0,3,10,6,0,29,3,22,35,123,56,58,16,5,0,319,0,0,0,3,3,3,3,0,0,15,0,3,3,17,3,0,0,0,0,23,0,0,0,15,6,7,3,0,0,32,0,10,16,29,8,5,5,0,0,75,0,3,0,4,3,3,4,0,0,23,3,7,3,23,14,12,4,7,3,76,0,4,3,7,3,0,0,0,0,21,0,3,18,49,25,9,5,0,3,109
POA4076,0,0,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,7,3,15,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,4,0,3,0,16,0,0,4,6,0,3,0,0,0,12,0,0,0,3,0,0,4,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,10,47,160,25,17,9,0,0,271,0,0,0,0,0,0,3,0,0,3,0,0,5,10,0,0,0,0,0,13,0,0,0,4,3,0,0,0,0,9,0,6,9,17,10,4,0,0,0,37,0,0,0,0,0,0,3,0,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,3,0,0,0,8,0,0,3,13,0,3,0,0,0,23
POA4077,0,0,0,4,5,3,0,6,0,17,0,0,0,0,3,3,13,8,7,37,0,0,0,0,0,0,0,0,0,5,0,0,3,21,3,0,0,0,0,29,0,0,0,3,0,0,0,0,0,3,0,3,3,42,8,5,0,3,0,69,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,32,3,3,3,0,0,56,0,0,0,9,0,0,0,0,0,16,0,0,0,0,0,5,12,3,3,25,7,90,140,194,61,61,24,8,6,583,0,0,0,0,0,4,5,0,0,12,3,8,0,23,0,3,0,0,0,35,0,0,5,8,3,3,0,0,0,16,0,16,27,90,42,14,3,0,0,199,0,0,0,7,0,6,7,4,7,25,0,0,0,4,4,8,11,8,5,46,0,0,0,5,4,0,3,0,0,16,0,3,0,15,4,3,4,5,0,30
POA4078,0,0,0,12,4,0,0,3,0,24,0,0,0,3,5,6,9,3,3,34,0,3,6,4,3,0,0,0,0,13,0,3,16,28,11,4,0,4,0,66,0,0,0,0,0,0,0,0,0,3,0,0,3,22,8,8,3,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,8,0,0,3,15,0,0,0,0,0,16,0,0,3,6,6,3,20,10,0,44,14,126,168,306,146,88,49,12,0,908,0,0,0,0,5,0,3,3,0,17,0,0,4,9,0,0,0,0,0,16,0,3,0,7,3,0,0,0,0,22,0,10,26,55,29,17,4,3,0,145,0,0,0,7,9,11,4,0,0,31,0,3,0,13,23,15,12,7,0,66,0,0,3,7,0,0,0,0,0,13,3,9,25,44,39,22,10,0,0,152
POA4101,0,4,5,41,4,4,3,0,0,61,0,0,22,34,3,3,5,5,5,82,0,4,25,29,8,3,0,0,0,74,0,3,38,105,6,4,0,0,0,159,0,0,0,3,0,0,0,0,0,7,0,9,46,42,13,5,3,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,6,0,0,23,25,0,0,0,0,0,48,0,0,3,10,6,6,3,0,0,30,4,17,50,150,69,42,11,5,0,349,0,0,5,4,3,0,3,0,0,16,0,4,6,24,3,0,0,0,0,37,0,0,6,12,11,4,0,0,0,35,0,6,10,31,8,3,0,0,0,61,0,0,0,11,0,0,0,0,0,14,0,3,3,24,13,20,3,3,0,68,0,3,10,18,4,3,3,0,0,47,0,0,6,40,15,0,3,0,0,69
POA4102,0,0,0,12,0,0,3,0,0,18,0,0,0,9,0,0,6,9,3,30,0,0,5,13,0,0,0,0,0,23,3,0,14,49,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,3,0,0,23,16,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,35,0,0,0,0,0,3,0,4,0,7,3,3,20,54,26,16,8,0,0,123,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,10,0,3,3,17,0,0,0,0,0,27,0,0,0,5,0,3,0,0,0,9,0,0,0,0,3,4,0,0,0,10,0,0,12,8,0,0,0,0,0,18,0,0,10,7,5,0,0,0,0,18
POA4103,0,0,0,15,0,3,4,0,0,29,0,0,0,16,0,0,3,6,0,24,0,0,10,17,0,0,0,0,0,30,0,0,10,21,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,8,0,0,23,22,4,3,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,8,38,0,0,0,0,0,47,0,0,0,3,0,3,4,0,0,11,0,7,22,102,39,27,11,3,0,214,0,0,0,7,0,0,0,0,0,7,0,0,3,23,0,0,0,0,0,30,0,0,6,8,11,3,0,0,0,24,0,0,5,29,9,3,3,0,0,48,0,0,0,4,0,0,3,0,0,14,0,0,0,7,3,4,0,4,0,23,0,0,3,16,0,0,0,0,0,23,0,0,19,20,4,0,0,0,0,47
POA4104,0,0,0,5,0,0,0,0,0,5,0,0,0,7,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,9,0,0,3,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,4,0,0,4,0,8,0,0,14,51,14,12,3,3,0,106,0,0,0,3,0,0,0,3,0,4,0,0,3,3,0,0,0,0,0,15,0,0,3,3,0,0,0,0,0,9,0,4,6,6,3,0,0,0,0,19,0,0,0,4,0,0,0,0,0,6,0,0,0,5,4,0,3,4,0,20,0,3,0,3,0,0,0,0,0,4,0,0,3,8,4,0,0,0,0,18
